product_id,product_title,merchant_id,category_label,product_code,number_of_views,merchant_rating,listing_date
4346,Xiaomi Redmi X20 1TBGB,911,Mobile Phones,PRD004346,15573,3.7,2024-01-19
20257,TicWatch Pro 13,675,Smartwatches,PRD020257,30981,4.3,2024-09-20
16835,Amazon Fire HD 9 Tablet,253,Tablets,PRD016835,11210,3.3,2025-07-27
33059,Ultimate Ears BOOM 10,635,Speakers,PRD033059,45514,3.8,2025-04-16
29492,Xiaomi Mi TV 12 Inch,758,TVs,PRD029492,13424,4.8,2025-10-10
9297,MacBook 15 M7 chip,723,Laptops,PRD009297,42120,4.7,2025-09-01
29261,Hisense 1 Inch 4K UHD,391,TVs,PRD029261,32409,3.4,2025-04-24
23937,Canon PowerShot G12 Mark II,323,Cameras,PRD023937,23278,4.5,2025-10-08
9959,LG Gram 15 Ultra-Lightweight,984,Laptops,PRD009959,27435,4.9,2024-10-24
26391,LG 1 Inch OLED TV,971,TVs,PRD026391,28247,3.1,2025-08-14
17460,Lenovo Tab MA22 1TBGB,925,Tablets,PRD017460,29584,3.6,2025-11-17
30771,Xbox Series 13,121,Gaming Consoles,PRD030771,991,4.9,2024-04-22
20971,TicWatch Pro 9,660,Smartwatches,PRD020971,9743,3.5,2024-12-31
4144,Realme 6 Pro,101,Mobile Phones,PRD004144,31534,3.4,2025-09-11
38031,Belkin USB-C Hub 13,700,Computer Accessories,PRD038031,8294,3.5,2024-05-26
29876,Hisense 6 Inch 4K UHD,533,TVs,PRD029876,45331,5.0,2024-09-01
24178,Fujifilm X-T2 Camera,526,Cameras,PRD024178,37826,3.9,2024-01-14
24363,Sony Alpha 14 Mirrorless,104,Cameras,PRD024363,18141,4.3,2024-09-07
7651,HP Pavilion 9 AMD Ryzen 5,880,Laptops,PRD007651,41144,4.2,2024-12-18
5947,Razer Blade 10 Gaming,192,Laptops,PRD005947,29017,3.3,2024-08-21
9627,Acer Aspire 9 Intel Core i3,969,Laptops,PRD009627,2496,3.5,2025-03-28
11452,Beats Studio 8,800,Headphones,PRD011452,31853,3.5,2024-01-28
17218,Microsoft Surface Go 2,175,Tablets,PRD017218,33524,3.4,2024-03-10
10967,Sennheiser HD 14 Over-Ear,332,Headphones,PRD010967,33310,4.3,2024-01-20
31280,PlayStation 9 Slim,715,Gaming Consoles,PRD031280,49796,4.9,2025-03-24
3987,Xiaomi Redmi A32 512GB,291,Mobile Phones,PRD003987,16108,4.6,2025-02-01
1093,OPPO Reno9,709,Mobile Phones,PRD001093,20804,4.9,2024-10-04
22550,Nikon COOLPIX P13,353,Cameras,PRD022550,22864,3.1,2024-03-22
18253,Samsung Galaxy Watch8,373,Smartwatches,PRD018253,35904,4.2,2024-05-03
29583,TCL 6 Inch QLED Android TV,646,TVs,PRD029583,27516,3.2,2025-10-07
39791,SanDisk Ultra 10GB USB,456,Computer Accessories,PRD039791,24971,4.3,2024-10-07
32071,PlayStation 5 Console,937,Gaming Consoles,PRD032071,30375,3.5,2024-11-27
8171,MSI Gaming Laptop GF13,351,Laptops,PRD008171,13411,3.5,2024-11-09
7791,MacBook 11 M5 chip,762,Laptops,PRD007791,27786,4.6,2024-10-09
10139,HP Pavilion 11 AMD Ryzen 3,427,Laptops,PRD010139,3764,4.5,2024-06-13
22194,Amazfit GTR 12 Pro,990,Smartwatches,PRD022194,12076,3.0,2024-10-11
28757,TCL 1 Inch QLED Android TV,507,TVs,PRD028757,7569,5.0,2024-12-09
35545,Bose SoundLink 13 Speaker,362,Speakers,PRD035545,25952,3.8,2025-03-22
39817,Corsair K1 RGB Keyboard,763,Computer Accessories,PRD039817,17956,3.1,2024-01-20
19722,Huawei Watch GT 3,785,Smartwatches,PRD019722,97,3.5,2025-03-27
33887,Amazon Echo 8th Gen,122,Speakers,PRD033887,213,3.2,2025-07-14
14450,TCL TAB 4 WiFi,529,Tablets,PRD014450,32875,3.8,2025-04-03
36048,Sonos One (Gen 6),323,Speakers,PRD036048,34782,3.6,2025-01-08
8844,Lenovo ThinkPad 7 Intel i5,963,Laptops,PRD008844,4102,4.3,2025-03-06
17331,Nokia T5 Tablet,634,Tablets,PRD017331,9375,4.8,2024-06-16
8060,Acer Aspire 13 Intel Core i3,640,Laptops,PRD008060,17013,4.0,2025-07-17
2885,Realme 9 Pro,719,Mobile Phones,PRD002885,24362,3.5,2025-03-24
37358,Razer BlackWidow 11 Keyboard,674,Computer Accessories,PRD037358,6689,4.1,2025-10-16
19952,Samsung Galaxy Watch12,380,Smartwatches,PRD019952,46511,3.4,2024-10-24
13786,Lenovo Tab M12 1TBGB,755,Tablets,PRD013786,26345,3.8,2024-10-13
6773,MacBook 7 M9 chip,741,Laptops,PRD006773,26500,5.0,2025-05-26
35736,Ultimate Ears BOOM 12,762,Speakers,PRD035736,22783,4.1,2025-11-18
21707,Fitbit Versa 10,616,Smartwatches,PRD021707,46002,4.5,2025-07-05
30525,Retro Gaming Console 1,748,Gaming Consoles,PRD030525,43792,4.0,2024-12-26
9190,Dell Inspiron 17 Intel Core i5,261,Laptops,PRD009190,7153,3.8,2024-11-20
32293,Xbox One 2 Edition,591,Gaming Consoles,PRD032293,46733,3.9,2024-05-25
25514,Panasonic 8 Inch LED TV,650,TVs,PRD025514,7902,4.9,2024-10-17
1002,Google Pixel 4,617,Mobile Phones,PRD001002,39463,3.1,2025-06-11
25798,Sharp AQUOS 5 Inch,535,TVs,PRD025798,40707,4.9,2024-10-13
36093,Sonos One (Gen 2),249,Speakers,PRD036093,9191,4.4,2024-04-17
17091,ASUS ZenPad 14,285,Tablets,PRD017091,5579,4.8,2024-03-24
3759,Motorola Moto G3,473,Mobile Phones,PRD003759,16571,3.4,2025-03-20
35979,Marshall Emberton Speaker,397,Speakers,PRD035979,16262,4.2,2024-09-13
31636,PlayStation 8 Slim,170,Gaming Consoles,PRD031636,41631,3.1,2024-03-24
13222,JBL Tune 2 Wireless,808,Headphones,PRD013222,33700,4.7,2024-06-21
28928,Samsung 6 Inch 4K Smart TV,198,TVs,PRD028928,38060,3.7,2024-10-07
27013,Panasonic 2 Inch LED TV,993,TVs,PRD027013,6337,3.9,2025-08-12
10425,JBL Tune 10 Wireless,754,Headphones,PRD010425,5884,3.0,2024-08-26
28775,LG 6 Inch OLED TV,660,TVs,PRD028775,37591,4.7,2024-09-01
13473,ASUS ZenPad 9,639,Tablets,PRD013473,37651,3.7,2024-07-31
8849,HP Pavilion 15 AMD Ryzen 7,694,Laptops,PRD008849,20619,3.0,2025-11-27
4175,iPhone X10 32GB,915,Mobile Phones,PRD004175,45525,3.3,2025-11-06
27425,Samsung 6 Inch 4K Smart TV,967,TVs,PRD027425,41401,5.0,2025-12-17
12294,Beats Studio 10,294,Headphones,PRD012294,7169,4.1,2025-05-18
16669,Amazon Fire HD 13 Tablet,952,Tablets,PRD016669,13002,4.1,2024-07-30
17304,Nokia T12 Tablet,635,Tablets,PRD017304,1623,4.6,2025-10-05
3465,Google Pixel 10,572,Mobile Phones,PRD003465,30103,3.5,2024-04-23
18677,OPPO Watch 8 mm,541,Smartwatches,PRD018677,11568,4.7,2024-03-07
39854,HP LaserJet Pro M6 Printer,462,Computer Accessories,PRD039854,42505,3.2,2025-12-19
22788,GoPro HERO4,469,Cameras,PRD022788,1639,4.1,2025-03-07
15274,Samsung Galaxy Tab 12 64GB,438,Tablets,PRD015274,30927,4.8,2025-11-29
38193,Logitech MX Master 6 Mouse,279,Computer Accessories,PRD038193,22635,4.4,2025-01-19
16612,Amazon Fire HD 11 Tablet,264,Tablets,PRD016612,6216,4.0,2024-03-31
33461,JBL Flip 13 Bluetooth Speaker,715,Speakers,PRD033461,32762,3.2,2024-08-20
26025,LG 8 Inch OLED TV,826,TVs,PRD026025,3747,3.5,2024-12-03
37959,Seagate 4TB External Hard Drive,369,Computer Accessories,PRD037959,3123,4.6,2024-09-16
3511,Google Pixel 13,211,Mobile Phones,PRD003511,15201,3.4,2024-08-05
16248,Huawei MatePad 11 Pro,467,Tablets,PRD016248,48044,4.1,2024-08-02
35769,Marshall Emberton Speaker,525,Speakers,PRD035769,34925,4.1,2025-04-29
32032,Xbox One 8 Edition,553,Gaming Consoles,PRD032032,5577,3.7,2025-02-09
4621,Samsung Galaxy 15 1TBGB,711,Mobile Phones,PRD004621,44015,4.7,2024-02-08
3317,Realme 4 Pro,185,Mobile Phones,PRD003317,9272,3.8,2024-09-03
30514,Sega Genesis Mini,934,Gaming Consoles,PRD030514,21837,4.6,2024-08-06
8086,Razer Blade 9 Gaming,585,Laptops,PRD008086,15458,3.7,2024-08-04
19569,TicWatch Pro 8,954,Smartwatches,PRD019569,13383,4.6,2025-01-08
5477,LG Gram 12 Ultra-Lightweight,732,Laptops,PRD005477,33021,4.5,2024-11-17
11082,Sennheiser HD 7 Over-Ear,789,Headphones,PRD011082,7164,3.8,2025-03-01
2155,Motorola Moto G3,395,Mobile Phones,PRD002155,43923,3.3,2025-12-20
3486,Xiaomi Redmi 12 1TBGB,259,Mobile Phones,PRD003486,38488,4.7,2025-02-13
17713,Huawei Watch GT 1,319,Smartwatches,PRD017713,6744,4.1,2025-07-06
32945,Steam Deck 4GB,908,Gaming Consoles,PRD032945,10130,4.4,2024-01-05
27304,TCL 12 Inch QLED Android TV,362,TVs,PRD027304,23702,4.8,2025-05-21
31332,Xbox Series 10,954,Gaming Consoles,PRD031332,42743,3.0,2025-12-24
23948,Canon EOS 3 Digital Camera,327,Cameras,PRD023948,21806,3.7,2025-06-18
4227,Google Pixel 8,321,Mobile Phones,PRD004227,8838,3.8,2025-02-04
23905,Fujifilm X-T8 Camera,610,Cameras,PRD023905,16225,4.4,2024-06-16
16015,Amazon Fire HD 3 Tablet,192,Tablets,PRD016015,14172,4.4,2025-11-24
20381,Fossil Gen 9 Smartwatch,664,Smartwatches,PRD020381,2633,4.5,2024-02-25
20551,Apple Watch Series 5 GPS,293,Smartwatches,PRD020551,32440,4.8,2025-04-05
14541,ASUS ZenPad 13,943,Tablets,PRD014541,8792,4.5,2025-01-17
29609,Panasonic 8 Inch LED TV,769,TVs,PRD029609,39962,4.6,2025-12-25
35844,Harman Kardon Onyx 15,349,Speakers,PRD035844,2408,4.9,2025-01-25
5392,Lenovo ThinkPad 3 Intel i9,898,Laptops,PRD005392,21855,4.5,2024-11-24
34676,Amazon Echo 5th Gen,540,Speakers,PRD034676,47168,3.7,2024-02-05
28079,Xiaomi Mi TV 8 Inch,263,TVs,PRD028079,8040,3.9,2024-04-15
34101,Ultimate Ears BOOM 8,321,Speakers,PRD034101,17839,4.1,2024-02-14
24221,Olympus OM-D E-M1,699,Cameras,PRD024221,46062,4.8,2025-05-05
19847,Huawei Watch GT 1,249,Smartwatches,PRD019847,34973,4.7,2024-02-07
39010,SanDisk Ultra 8GB USB,269,Computer Accessories,PRD039010,46387,3.5,2024-03-31
20230,Garmin Forerunner 1,836,Smartwatches,PRD020230,37408,3.1,2024-03-29
26548,Philips 11 Inch Ambilight TV,895,TVs,PRD026548,12410,3.3,2025-02-27
9872,MSI Gaming Laptop GF2,381,Laptops,PRD009872,237,4.1,2025-12-31
24970,Canon EOS 2 Digital Camera,648,Cameras,PRD024970,22005,4.5,2025-04-21
27188,Philips 10 Inch Ambilight TV,451,TVs,PRD027188,22009,5.0,2024-04-28
9859,HP Pavilion 11 AMD Ryzen 5,953,Laptops,PRD009859,3248,5.0,2025-07-27
3191,OPPO Reno10,980,Mobile Phones,PRD003191,24873,4.4,2025-12-13
10921,Samsung Galaxy Buds8,126,Headphones,PRD010921,42488,4.4,2024-09-06
9001,Razer Blade 11 Gaming,460,Laptops,PRD009001,40039,4.2,2025-09-02
34372,Sony SRS-XB4 Wireless,461,Speakers,PRD034372,31796,4.4,2025-01-20
7668,ASUS VivoBook 15 AMD Ryzen 9,468,Laptops,PRD007668,47904,4.6,2025-08-10
14358,Xiaomi Pad 1,863,Tablets,PRD014358,3250,3.2,2025-12-11
19454,TicWatch Pro 3,525,Smartwatches,PRD019454,42876,4.4,2025-08-04
9163,Surface Laptop 9,262,Laptops,PRD009163,29473,3.5,2025-11-22
18064,Amazfit GTR 3 Pro,300,Smartwatches,PRD018064,43027,3.4,2024-05-18
24977,Fujifilm X-T10 Camera,571,Cameras,PRD024977,10349,3.9,2024-04-04
23686,Nikon COOLPIX P13,760,Cameras,PRD023686,15328,3.5,2024-09-05
13818,Amazon Fire HD 13 Tablet,861,Tablets,PRD013818,44664,5.0,2024-12-01
35776,Amazon Echo 15th Gen,365,Speakers,PRD035776,29159,4.9,2024-05-08
6909,Razer Blade 4 Gaming,827,Laptops,PRD006909,23402,3.6,2025-01-13
31393,Nintendo Switch Lite,367,Gaming Consoles,PRD031393,22548,4.5,2025-12-30
39696,Logitech MX Master 5 Mouse,913,Computer Accessories,PRD039696,20042,3.7,2025-04-09
35236,Ultimate Ears BOOM 5,950,Speakers,PRD035236,49404,3.5,2025-07-10
33422,Anker Soundcore 7,481,Speakers,PRD033422,466,5.0,2024-09-06
36424,SanDisk Ultra 9GB USB,422,Computer Accessories,PRD036424,40151,4.6,2024-12-08
8320,Razer Blade 10 Gaming,149,Laptops,PRD008320,46356,3.2,2024-07-16
24965,Canon PowerShot G3 Mark II,113,Cameras,PRD024965,34344,3.2,2025-06-18
21431,Huawei Watch GT 5,700,Smartwatches,PRD021431,23258,5.0,2024-12-17
31827,Retro Gaming Console 14,246,Gaming Consoles,PRD031827,10734,3.2,2025-02-10
34242,Marshall Emberton Speaker,346,Speakers,PRD034242,21771,3.4,2024-09-20
15142,Amazon Fire HD 3 Tablet,959,Tablets,PRD015142,34015,3.2,2024-09-15
2861,Xiaomi Redmi 15 128GB,211,Mobile Phones,PRD002861,28752,4.3,2024-10-08
6298,Acer Aspire 11 Intel Core i5,663,Laptops,PRD006298,33345,4.9,2025-05-28
33944,Marshall Emberton Speaker,464,Speakers,PRD033944,11420,4.1,2025-01-05
19706,Xiaomi Mi Watch,748,Smartwatches,PRD019706,41398,4.3,2025-12-20
5240,Samsung Galaxy A32 256GB,244,Mobile Phones,PRD005240,2217,4.1,2024-08-06
31834,PlayStation 4 Console,653,Gaming Consoles,PRD031834,4564,4.9,2025-05-17
11095,Sony WH-8 Wireless Headphones,117,Headphones,PRD011095,20439,4.4,2024-12-02
14934,Lenovo Tab MA12 128GB,734,Tablets,PRD014934,22857,4.8,2025-11-30
24129,GoPro HERO10,723,Cameras,PRD024129,34230,4.3,2025-07-18
28331,Samsung 1 Inch 4K Smart TV,818,TVs,PRD028331,22880,3.3,2025-09-10
17205,Xiaomi Pad 2,576,Tablets,PRD017205,8180,4.7,2024-06-12
19876,Huawei Watch GT 6,716,Smartwatches,PRD019876,20753,4.4,2024-04-30
8612,ASUS VivoBook 17 AMD Ryzen 7,530,Laptops,PRD008612,1301,3.3,2025-04-20
28715,Sony BRAVIA 3 Inch LED,660,TVs,PRD028715,47667,3.5,2025-08-03
24286,GoPro HERO14,952,Cameras,PRD024286,10104,3.6,2024-10-10
10769,Bose QuietComfort 8 Noise Cancelling,343,Headphones,PRD010769,43724,3.4,2024-06-09
31840,Valve Steam Deck,757,Gaming Consoles,PRD031840,42201,4.0,2024-04-14
22618,Sony Alpha 4 Mirrorless,262,Cameras,PRD022618,46096,4.1,2025-09-26
26453,Philips 13 Inch Ambilight TV,778,TVs,PRD026453,38038,4.4,2024-01-05
20656,Samsung Galaxy Watch3,561,Smartwatches,PRD020656,49884,3.4,2024-08-27
11141,Samsung Galaxy Buds1,780,Headphones,PRD011141,5045,3.1,2025-05-27
22657,Fujifilm X-T3 Camera,312,Cameras,PRD022657,30030,3.9,2024-02-05
37737,Logitech MX Master 13 Mouse,507,Computer Accessories,PRD037737,17351,4.7,2024-12-30
3889,Samsung Galaxy A12 32GB,402,Mobile Phones,PRD003889,7944,3.4,2024-02-04
34834,Amazon Echo 5th Gen,505,Speakers,PRD034834,13668,3.7,2024-03-28
22329,Fujifilm X-T14 Camera,529,Cameras,PRD022329,20251,3.6,2024-02-19
1788,Samsung Galaxy A52 128GB,868,Mobile Phones,PRD001788,10557,5.0,2024-02-01
31994,Steam Deck 12GB,954,Gaming Consoles,PRD031994,10884,4.5,2024-02-06
20731,Apple Watch Series 2 GPS,547,Smartwatches,PRD020731,19563,3.6,2024-08-24
32944,Retro Gaming Console 6,202,Gaming Consoles,PRD032944,5432,4.3,2024-09-09
34826,Marshall Emberton Speaker,452,Speakers,PRD034826,46030,4.7,2024-05-07
26738,Samsung 5 Inch 4K Smart TV,927,TVs,PRD026738,28136,5.0,2024-01-02
31920,Steam Deck 9GB,895,Gaming Consoles,PRD031920,36867,3.3,2025-12-04
22669,Panasonic Lumix GH1,335,Cameras,PRD022669,14576,4.7,2024-08-15
27770,Philips 9 Inch Ambilight TV,336,TVs,PRD027770,26126,4.0,2024-03-22
20569,Xiaomi Mi Watch,509,Smartwatches,PRD020569,48406,4.4,2025-12-03
14636,Nokia T8 Tablet,617,Tablets,PRD014636,43364,4.9,2025-06-04
4401,Nokia 7 Dual SIM,773,Mobile Phones,PRD004401,36303,3.5,2025-09-18
31290,Steam Deck 15GB,490,Gaming Consoles,PRD031290,29104,3.6,2025-06-08
24467,Fujifilm X-T10 Camera,548,Cameras,PRD024467,48065,3.8,2025-03-04
23580,Nikon D5 DSLR,335,Cameras,PRD023580,37951,3.5,2025-01-24
25078,Sony Alpha 13 Mirrorless,742,Cameras,PRD025078,49353,4.2,2024-06-20
36551,Corsair K5 RGB Keyboard,783,Computer Accessories,PRD036551,37656,4.7,2024-02-02
4377,OnePlus 11 64GB,241,Mobile Phones,PRD004377,32300,4.4,2024-07-27
13719,Huawei MatePad 2 Pro,268,Tablets,PRD013719,6871,3.2,2024-08-02
1583,Samsung Galaxy A32 1TBGB,111,Mobile Phones,PRD001583,10746,4.0,2025-01-10
10972,Anker Soundcore Life Q1,417,Headphones,PRD010972,32989,4.5,2025-05-17
29363,LG 15 Inch OLED TV,965,TVs,PRD029363,18905,3.4,2024-08-29
28535,TCL 9 Inch QLED Android TV,982,TVs,PRD028535,2891,4.0,2025-12-27
26705,Samsung 14 Inch 4K Smart TV,387,TVs,PRD026705,24299,3.1,2025-09-27
35785,Sonos One (Gen 2),765,Speakers,PRD035785,1094,4.5,2024-08-06
17733,Huawei Watch GT 13,496,Smartwatches,PRD017733,31197,4.2,2024-02-02
31495,Nintendo Switch 10,987,Gaming Consoles,PRD031495,9827,4.5,2024-08-10
33064,Bose SoundLink 6 Speaker,759,Speakers,PRD033064,43952,4.2,2025-01-09
25389,Nikon COOLPIX P1,952,Cameras,PRD025389,47153,4.8,2024-11-23
20733,Apple Watch Series 2 GPS,330,Smartwatches,PRD020733,13578,3.6,2025-05-13
16197,Huawei MatePad 12 Pro,677,Tablets,PRD016197,33733,3.6,2024-03-01
14897,ASUS ZenPad 15,718,Tablets,PRD014897,8261,4.0,2024-03-04
38140,SanDisk Ultra 9GB USB,576,Computer Accessories,PRD038140,4927,4.0,2024-03-21
1801,OnePlus 14 512GB,663,Mobile Phones,PRD001801,23477,3.1,2024-01-07
29105,Panasonic 7 Inch LED TV,867,TVs,PRD029105,24832,4.7,2024-03-16
38955,Logitech MX Master 11 Mouse,614,Computer Accessories,PRD038955,46548,4.6,2024-08-09
34425,Bang & Olufsen Beosound 6,582,Speakers,PRD034425,3993,3.6,2024-05-07
10173,Dell Inspiron 7 Intel Core i7,970,Laptops,PRD010173,4292,3.4,2025-12-16
12650,Sennheiser HD 2 Over-Ear,269,Headphones,PRD012650,17044,4.9,2024-03-01
26368,TCL 10 Inch QLED Android TV,144,TVs,PRD026368,46406,3.1,2024-10-09
31864,PlayStation 12 Console,693,Gaming Consoles,PRD031864,17291,4.3,2025-11-20
6173,Surface Laptop 7,577,Laptops,PRD006173,12121,4.2,2025-10-27
7499,Dell Inspiron 3 Intel Core i7,389,Laptops,PRD007499,23900,3.7,2025-04-29
34262,Harman Kardon Onyx 11,975,Speakers,PRD034262,28675,5.0,2024-03-20
17256,Amazon Fire HD 1 Tablet,467,Tablets,PRD017256,27254,3.3,2024-12-31
28940,Philips 14 Inch Ambilight TV,810,TVs,PRD028940,8317,3.6,2025-03-27
34733,Sonos One (Gen 6),889,Speakers,PRD034733,20853,3.2,2024-08-20
18352,Huawei Watch GT 9,341,Smartwatches,PRD018352,40227,5.0,2025-01-30
13847,Samsung Galaxy Tab 13 128GB,850,Tablets,PRD013847,32655,3.1,2025-09-16
20475,OPPO Watch 2 mm,202,Smartwatches,PRD020475,1874,4.6,2024-01-10
29618,Sony BRAVIA 8 Inch LED,238,TVs,PRD029618,13685,3.0,2025-03-20
19320,Garmin Forerunner 3,914,Smartwatches,PRD019320,16937,4.6,2024-05-07
8709,LG Gram 1 Ultra-Lightweight,794,Laptops,PRD008709,14772,4.6,2024-11-23
7853,LG Gram 12 Ultra-Lightweight,575,Laptops,PRD007853,22998,3.2,2024-12-27
3756,Xiaomi Redmi A32 512GB,407,Mobile Phones,PRD003756,44402,3.8,2025-07-31
7458,MSI Gaming Laptop GF10,739,Laptops,PRD007458,3554,3.2,2024-12-26
30388,Valve Steam Deck,667,Gaming Consoles,PRD030388,38383,3.9,2024-05-24
38168,Seagate 15TB External Hard Drive,414,Computer Accessories,PRD038168,6964,4.7,2025-07-29
15855,iPad 15 32GB WiFi,522,Tablets,PRD015855,49652,4.7,2024-12-17
13809,Samsung Galaxy Tab A32 64GB,122,Tablets,PRD013809,14952,4.8,2024-08-10
15792,Microsoft Surface Go 14,732,Tablets,PRD015792,44453,4.0,2024-06-22
14806,Amazon Fire HD 7 Tablet,270,Tablets,PRD014806,11941,4.8,2024-12-20
19000,Garmin Forerunner 9,706,Smartwatches,PRD019000,10379,4.4,2025-02-24
7942,Acer Aspire 5 Intel Core i3,749,Laptops,PRD007942,17967,4.8,2024-12-05
4391,Xiaomi Redmi 12 128GB,314,Mobile Phones,PRD004391,4570,4.1,2025-07-07
3170,Realme 9 Pro,304,Mobile Phones,PRD003170,12836,3.5,2024-10-09
23844,Nikon COOLPIX P12,983,Cameras,PRD023844,14293,4.1,2025-05-17
35417,Amazon Echo 1th Gen,531,Speakers,PRD035417,31090,4.2,2024-12-16
6087,Lenovo ThinkPad 3 Intel i5,150,Laptops,PRD006087,17213,4.4,2024-03-23
27409,Sony BRAVIA 3 Inch LED,756,TVs,PRD027409,15644,3.2,2025-11-23
13059,Audio-Technica ATH-M15,155,Headphones,PRD013059,18945,3.5,2024-08-14
35461,Anker Soundcore 13,492,Speakers,PRD035461,41748,4.7,2024-10-10
9077,Surface Laptop 11,999,Laptops,PRD009077,25639,4.2,2024-07-03
31837,Nintendo Switch Lite,793,Gaming Consoles,PRD031837,10296,4.1,2024-05-13
33951,JBL Flip 9 Bluetooth Speaker,623,Speakers,PRD033951,35779,4.2,2025-05-28
17016,Xiaomi Pad 8,785,Tablets,PRD017016,8733,3.7,2025-12-18
36679,TP-Link Archer 12 WiFi Router,557,Computer Accessories,PRD036679,2785,3.4,2025-07-26
28244,Sony BRAVIA 14 Inch LED,809,TVs,PRD028244,46908,4.4,2025-11-13
6615,Surface Laptop 10,257,Laptops,PRD006615,15025,3.3,2024-08-21
14846,Huawei MatePad 3 Pro,166,Tablets,PRD014846,37332,3.5,2024-12-04
11974,Sennheiser HD 12 Over-Ear,297,Headphones,PRD011974,26861,4.4,2025-07-17
1539,iPhone 14 32GB,894,Mobile Phones,PRD001539,15538,3.4,2024-05-08
17112,Nokia T3 Tablet,161,Tablets,PRD017112,40676,3.9,2024-08-04
26358,Philips 2 Inch Ambilight TV,867,TVs,PRD026358,35353,3.8,2024-11-25
32685,Nintendo Switch 9,639,Gaming Consoles,PRD032685,17644,3.8,2024-04-04
14444,Nokia T14 Tablet,587,Tablets,PRD014444,16324,3.9,2025-09-14
14824,Xiaomi Pad 14,663,Tablets,PRD014824,1931,4.3,2025-06-28
30004,PlayStation 9 Slim,328,Gaming Consoles,PRD030004,34640,4.0,2024-01-20
14376,Nokia T15 Tablet,216,Tablets,PRD014376,40634,3.8,2025-07-07
11067,Samsung Galaxy Buds15,933,Headphones,PRD011067,17925,4.3,2025-08-30
29341,Toshiba 13 Inch Smart TV,169,TVs,PRD029341,22717,3.3,2024-03-06
10481,Beats Studio 3,236,Headphones,PRD010481,36062,4.4,2024-03-04
27940,Samsung 7 Inch 4K Smart TV,266,TVs,PRD027940,35506,3.3,2025-09-01
30414,Nintendo Switch Lite,349,Gaming Consoles,PRD030414,15801,3.3,2024-12-16
3401,Motorola Moto G13,434,Mobile Phones,PRD003401,18569,4.6,2024-10-23
26120,Samsung 13 Inch 4K Smart TV,253,TVs,PRD026120,11547,4.5,2025-03-11
9111,HP Pavilion 11 AMD Ryzen 3,230,Laptops,PRD009111,1456,4.9,2025-12-28
13397,TCL TAB 8 WiFi,364,Tablets,PRD013397,22206,3.0,2025-12-11
33863,Bose SoundLink 7 Speaker,706,Speakers,PRD033863,24457,4.7,2025-06-03
30217,Steam Deck 13GB,707,Gaming Consoles,PRD030217,18148,4.9,2024-04-29
27728,LG 4 Inch OLED TV,527,TVs,PRD027728,30977,4.2,2025-01-30
16702,Amazon Fire HD 12 Tablet,180,Tablets,PRD016702,3822,4.9,2025-08-30
31886,Nintendo Switch Lite,912,Gaming Consoles,PRD031886,800,3.9,2025-02-23
32378,Xbox One 5 Edition,763,Gaming Consoles,PRD032378,5241,3.2,2025-12-20
23715,Canon PowerShot G11 Mark II,646,Cameras,PRD023715,13381,3.6,2025-02-06
12139,Sennheiser HD 10 Over-Ear,283,Headphones,PRD012139,8318,4.1,2025-01-30
27382,Toshiba 13 Inch Smart TV,144,TVs,PRD027382,10302,3.6,2025-04-03
38171,TP-Link Archer 9 WiFi Router,962,Computer Accessories,PRD038171,1592,3.7,2024-12-20
33827,Harman Kardon Onyx 6,647,Speakers,PRD033827,10833,4.9,2024-01-21
21262,Apple Watch Series 15 GPS,104,Smartwatches,PRD021262,20179,4.2,2024-07-05
24296,Panasonic Lumix GH14,141,Cameras,PRD024296,39575,3.6,2025-10-25
32392,Xbox One 10 Edition,709,Gaming Consoles,PRD032392,5508,4.1,2025-12-20
2702,Samsung Galaxy 13 64GB,355,Mobile Phones,PRD002702,24562,4.8,2025-06-10
33180,Anker Soundcore 8,534,Speakers,PRD033180,49298,4.2,2024-07-07
6641,Dell Inspiron 5 Intel Core i7,251,Laptops,PRD006641,30599,3.5,2024-01-04
30521,Nintendo Switch 14,776,Gaming Consoles,PRD030521,29516,3.6,2024-12-01
35981,Marshall Emberton Speaker,218,Speakers,PRD035981,16991,4.0,2024-10-15
2124,OnePlus X10 64GB,275,Mobile Phones,PRD002124,4678,3.6,2025-01-19
5521,LG Gram 14 Ultra-Lightweight,550,Laptops,PRD005521,24075,4.6,2025-03-21
16077,Amazon Fire HD 3 Tablet,812,Tablets,PRD016077,18106,3.6,2025-05-25
15439,Lenovo Tab M13 512GB,111,Tablets,PRD015439,41219,5.0,2024-03-22
32829,Nintendo Switch 5,205,Gaming Consoles,PRD032829,14273,4.1,2025-09-23
28599,TCL 7 Inch QLED Android TV,185,TVs,PRD028599,16917,3.5,2024-04-26
14003,Samsung Galaxy Tab 11 256GB,821,Tablets,PRD014003,35273,4.0,2025-08-30
20925,OPPO Watch 4 mm,387,Smartwatches,PRD020925,26498,5.0,2025-03-05
28855,Sharp AQUOS 9 Inch,798,TVs,PRD028855,49307,4.5,2025-10-06
33037,Sonos One (Gen 1),632,Speakers,PRD033037,14728,3.3,2025-03-25
39763,Logitech MX Master 5 Mouse,714,Computer Accessories,PRD039763,20211,4.1,2024-04-07
8764,MSI Gaming Laptop GF2,830,Laptops,PRD008764,46621,4.6,2025-09-13
8727,Razer Blade 6 Gaming,610,Laptops,PRD008727,48874,4.3,2025-02-18
